protein1	protein2	neighborhood	neighborhood_transferred	fusion	cooccurence	homology	coexpression	coexpression_transferred	experiments	experiments_transferred	database	database_transferred	textmining	textmining_transferred	combined_score	protein1_name	protein2_name
9606.ENSP00000000233	9606.ENSP00000303437	0	0	0	0	0	0	63	0	128	0	0	0	62	166	ARF5	TSNARE1
9606.ENSP00000000233	9606.ENSP00000262719	0	0	0	0	0	0	62	0	138	0	0	0	55	169	ARF5	PHLPP1
9606.ENSP00000000233	9606.ENSP00000300249	0	0	0	0	0	0	63	0	101	0	0	66	59	160	ARF5	MAPRE2
9606.ENSP00000000233	9606.ENSP00000413697	0	0	0	0	0	0	62	0	102	0	0	57	246	320	ARF5	TOM1
9606.ENSP00000000233	9606.ENSP00000354080	0	0	0	0	0	0	0	0	58	0	0	0	188	202	ARF5	SCUBE1
9606.ENSP00000000233	9606.ENSP00000352995	0	0	0	0	0	0	0	0	153	0	0	0	58	168	ARF5	ARHGEF18
9606.ENSP00000000233	9606.ENSP00000349503	0	0	0	0	0	0	0	0	65	0	0	119	118	210	ARF5	ZBTB14
9606.ENSP00000000233	9606.ENSP00000265717	0	0	0	0	0	0	93	0	131	0	0	0	58	192	ARF5	PRKAR2B
9606.ENSP00000000233	9606.ENSP00000362590	0	0	0	0	0	0	62	0	104	0	0	0	106	183	ARF5	TBC1D22B
9606.ENSP00000000233	9606.ENSP00000395083	0	0	0	0	0	0	0	270	102	0	0	669	101	778	ARF5	ARFIP1
9606.ENSP00000000233	9606.ENSP00000362115	0	0	0	0	0	0	0	0	162	0	0	108	122	286	ARF5	INPP5B
9606.ENSP00000000233	9606.ENSP00000348429	0	0	0	0	0	0	62	0	142	0	0	0	0	160	ARF5	ACSL5
9606.ENSP00000000233	9606.ENSP00000365773	0	0	0	0	0	0	0	272	79	0	0	0	0	300	ARF5	PSAT1
9606.ENSP00000000233	9606.ENSP00000350012	0	0	0	0	0	0	0	0	142	0	0	0	77	174	ARF5	ACSL3
9606.ENSP00000000233	9606.ENSP00000261636	0	0	0	0	957	0	64	0	152	0	0	404	218	189	ARF5	ARL1
9606.ENSP00000000233	9606.ENSP00000296271	0	0	0	0	0	0	0	0	56	0	0	211	304	436	ARF5	RHO
9606.ENSP00000000233	9606.ENSP00000468424	0	0	0	0	0	0	62	0	105	0	0	0	248	313	ARF5	NMT1
9606.ENSP00000000233	9606.ENSP00000333037	0	0	0	0	0	0	0	0	104	0	0	246	78	322	ARF5	ACTRT3
9606.ENSP00000000233	9606.ENSP00000363970	0	0	0	0	0	0	84	0	56	0	0	0	107	160	ARF5	MAP1LC3A
9606.ENSP00000000233	9606.ENSP00000280333	0	0	0	0	0	0	0	0	162	0	0	112	67	245	ARF5	DOCK1
9606.ENSP00000000233	9606.ENSP00000399970	0	0	0	0	0	0	55	0	144	0	0	0	58	171	ARF5	PPP2R2D
9606.ENSP00000000233	9606.ENSP00000246554	0	0	0	0	0	88	0	275	0	0	0	0	0	310	ARF5	COX6B1
9606.ENSP00000000233	9606.ENSP00000350386	0	0	0	0	0	0	0	0	180	0	0	0	63	198	ARF5	CHM
9606.ENSP00000000233	9606.ENSP00000329468	0	0	0	0	0	0	62	0	147	0	0	149	138	334	ARF5	ADAP2
9606.ENSP00000000233	9606.ENSP00000454229	0	0	0	0	0	77	0	270	58	0	0	0	101	353	ARF5	CLN3
9606.ENSP00000000233	9606.ENSP00000211287	0	0	0	0	0	0	0	0	163	0	0	0	59	178	ARF5	MAPK13
9606.ENSP00000000233	9606.ENSP00000285208	0	0	0	0	0	0	62	0	152	0	0	150	142	342	ARF5	RAB6B
9606.ENSP00000000233	9606.ENSP00000353444	0	0	0	0	0	0	53	272	73	0	0	0	177	403	ARF5	RAB5B
9606.ENSP00000000233	9606.ENSP00000223366	0	0	0	0	0	0	0	0	162	0	0	0	47	167	ARF5	GCK
9606.ENSP00000000233	9606.ENSP00000316845	0	0	0	0	0	0	62	0	167	0	0	0	59	200	ARF5	ARHGEF4
9606.ENSP00000000233	9606.ENSP00000280706	0	0	0	0	0	0	0	272	62	0	0	0	0	287	ARF5	LDHAL6A
9606.ENSP00000000233	9606.ENSP00000367220	0	0	0	0	0	0	52	0	104	0	0	0	80	150	ARF5	ACTR2
9606.ENSP00000000233	9606.ENSP00000251157	0	0	0	0	0	0	0	0	162	0	0	0	58	176	ARF5	DOCK7
9606.ENSP00000000233	9606.ENSP00000418734	0	0	0	0	0	0	62	0	148	0	0	0	0	166	ARF5	MYSM1
9606.ENSP00000000233	9606.ENSP00000360916	0	0	0	0	0	0	0	0	129	0	0	59	58	160	ARF5	VAV2
9606.ENSP00000000233	9606.ENSP00000331748	0	0	0	0	646	48	62	0	212	0	0	0	121	257	ARF5	RAB12
9606.ENSP00000000233	9606.ENSP00000363092	0	0	0	0	0	0	70	0	131	0	0	0	54	168	ARF5	PRKG1
9606.ENSP00000000233	9606.ENSP00000239690	0	0	0	0	0	0	0	270	0	0	0	0	48	275	ARF5	NUDCD1
9606.ENSP00000000233	9606.ENSP00000318635	0	0	0	0	0	0	63	0	213	0	0	0	72	255	ARF5	SUMO4
9606.ENSP00000000233	9606.ENSP00000350052	0	0	0	0	0	0	63	0	104	0	0	67	139	235	ARF5	POTEF
9606.ENSP00000000233	9606.ENSP00000439182	0	0	0	0	0	0	122	0	139	0	0	0	43	213	ARF5	MYO1H
9606.ENSP00000000233	9606.ENSP00000280551	0	0	0	0	0	0	65	0	93	0	0	0	138	205	ARF5	SEC24D
9606.ENSP00000000233	9606.ENSP00000349467	0	0	0	332	0	0	62	0	77	0	0	0	101	410	ARF5	CALM1
9606.ENSP00000000233	9606.ENSP00000256637	0	0	0	0	0	0	58	0	0	0	0	0	145	160	ARF5	SORT1
9606.ENSP00000000233	9606.ENSP00000366283	0	0	0	0	0	0	0	0	62	0	0	134	63	172	ARF5	SLITRK5
9606.ENSP00000000233	9606.ENSP00000350199	0	0	0	0	0	72	0	213	251	0	0	140	76	486	ARF5	AP1B1
9606.ENSP00000000233	9606.ENSP00000471457	0	0	0	0	0	0	51	0	248	0	0	0	67	276	ARF5	MYO9B
9606.ENSP00000000233	9606.ENSP00000382177	0	0	0	0	0	0	64	0	139	0	0	89	141	284	ARF5	MYO5A
9606.ENSP00000000233	9606.ENSP00000251472	0	0	0	0	0	0	0	0	153	0	0	0	62	171	ARF5	MAST1
9606.ENSP00000000233	9606.ENSP00000381098	0	0	0	0	0	0	0	0	58	0	0	324	0	335	ARF5	GRIP1
9606.ENSP00000000233	9606.ENSP00000379506	0	0	0	0	0	0	62	0	178	0	0	0	43	197	ARF5	RPL14
9606.ENSP00000000233	9606.ENSP00000298545	0	0	0	0	0	0	63	0	134	0	0	0	107	212	ARF5	AK8
9606.ENSP00000000233	9606.ENSP00000337797	0	0	0	0	0	0	62	0	167	0	0	0	48	191	ARF5	PIDD1
9606.ENSP00000000233	9606.ENSP00000366488	0	0	0	0	0	0	65	0	148	0	0	0	61	186	ARF5	PRKACG
9606.ENSP00000000233	9606.ENSP00000313007	0	0	0	0	0	0	0	0	77	0	0	0	135	167	ARF5	PABPC1
9606.ENSP00000000233	9606.ENSP00000338864	0	0	0	0	0	0	0	0	161	0	0	0	58	175	ARF5	RASGRP2
9606.ENSP00000000233	9606.ENSP00000379838	0	0	0	0	0	0	0	0	128	0	0	0	67	151	ARF5	CARHSP1
9606.ENSP00000000233	9606.ENSP00000262848	0	0	0	0	0	0	65	0	148	0	0	0	61	186	ARF5	PRKX
9606.ENSP00000000233	9606.ENSP00000482472	0	0	0	0	0	0	63	0	136	0	0	0	47	161	ARF5	LPP
9606.ENSP00000000233	9606.ENSP00000264051	0	0	0	0	0	0	0	0	153	0	0	0	49	160	ARF5	NGEF
9606.ENSP00000000233	9606.ENSP00000290573	0	0	0	0	0	0	0	0	162	0	0	0	47	167	ARF5	HK2
9606.ENSP00000000233	9606.ENSP00000368566	0	0	0	0	0	0	62	0	142	0	0	92	0	205	ARF5	ACSL6
9606.ENSP00000000233	9606.ENSP00000251453	0	0	0	0	0	60	63	0	125	0	0	0	0	162	ARF5	RPS16
9606.ENSP00000000233	9606.ENSP00000378313	0	0	0	0	0	0	0	0	153	0	0	46	58	172	ARF5	RAB3IL1
9606.ENSP00000000233	9606.ENSP00000257904	0	0	0	0	0	0	0	0	102	0	0	66	79	160	ARF5	CDK4
9606.ENSP00000000233	9606.ENSP00000355651	0	0	0	0	0	0	49	0	0	0	0	184	102	242	ARF5	RAB4A
9606.ENSP00000000233	9606.ENSP00000401435	0	0	0	0	0	61	0	0	124	0	0	0	109	203	ARF5	VPS53
9606.ENSP00000000233	9606.ENSP00000360922	0	0	0	0	0	0	0	270	60	0	0	0	62	300	ARF5	STAU1
9606.ENSP00000000233	9606.ENSP00000329419	0	0	0	0	0	58	112	0	276	600	0	73	212	781	ARF5	COPB2
9606.ENSP00000000233	9606.ENSP00000314976	0	0	0	0	0	0	0	187	0	0	0	0	0	187	ARF5	IL20RA
9606.ENSP00000000233	9606.ENSP00000311083	0	0	0	0	0	0	0	0	0	0	0	74	188	215	ARF5	CKS1B
9606.ENSP00000000233	9606.ENSP00000347416	0	0	0	0	0	48	62	0	185	0	0	410	107	546	ARF5	AP3D1
9606.ENSP00000000233	9606.ENSP00000306124	0	0	0	0	0	0	0	0	175	0	0	0	58	189	ARF5	PRKCE
9606.ENSP00000000233	9606.ENSP00000344961	0	0	0	0	0	0	0	0	153	0	0	0	49	160	ARF5	PLEKHG7
9606.ENSP00000000233	9606.ENSP00000358293	0	0	0	0	0	0	86	0	143	0	0	0	43	184	ARF5	CCDC186
9606.ENSP00000000233	9606.ENSP00000294179	0	0	0	0	0	63	63	0	94	0	0	0	139	223	ARF5	STX5
9606.ENSP00000000233	9606.ENSP00000371253	0	0	0	0	0	0	62	0	0	0	0	0	144	162	ARF5	GART
9606.ENSP00000000233	9606.ENSP00000248437	0	0	0	0	0	0	63	0	149	0	0	0	75	198	ARF5	TUBA4A
9606.ENSP00000000233	9606.ENSP00000420127	0	0	0	0	0	0	62	0	77	0	0	0	138	188	ARF5	RAB9A
9606.ENSP00000000233	9606.ENSP00000290949	0	0	0	0	0	104	66	0	0	0	0	0	67	151	ARF5	ATP6V0D1
9606.ENSP00000000233	9606.ENSP00000361635	0	0	0	0	0	0	56	216	61	0	0	0	59	258	ARF5	VDAC2
9606.ENSP00000000233	9606.ENSP00000356030	0	0	0	0	0	0	0	0	0	600	0	0	0	600	ARF5	CD55
9606.ENSP00000000233	9606.ENSP00000439601	0	0	0	0	0	0	0	0	156	0	0	0	55	168	ARF5	HMHA1
9606.ENSP00000000233	9606.ENSP00000360154	0	0	0	0	0	0	0	0	88	0	0	0	122	165	ARF5	OCRL
9606.ENSP00000000233	9606.ENSP00000439625	0	0	0	0	0	0	0	0	153	0	0	0	49	160	ARF5	PLEKHG5
9606.ENSP00000000233	9606.ENSP00000347134	0	0	0	0	0	0	0	0	153	0	0	0	63	172	ARF5	NET1
9606.ENSP00000000233	9606.ENSP00000367766	0	0	0	0	0	0	64	0	77	0	0	0	249	294	ARF5	RPGR
9606.ENSP00000000233	9606.ENSP00000248929	0	0	0	0	0	64	0	0	150	0	0	0	48	176	ARF5	SGSM3
9606.ENSP00000000233	9606.ENSP00000232501	0	0	0	0	0	0	0	0	0	0	0	0	187	187	ARF5	NPRL2
9606.ENSP00000000233	9606.ENSP00000284509	0	0	0	0	0	0	0	0	152	0	0	0	55	164	ARF5	ATP8B4
9606.ENSP00000000233	9606.ENSP00000019317	0	0	0	0	0	0	0	0	145	0	0	74	42	175	ARF5	RALBP1
9606.ENSP00000000233	9606.ENSP00000339906	0	0	0	0	0	0	49	0	77	0	0	249	99	326	ARF5	PAX4
9606.ENSP00000000233	9606.ENSP00000278568	0	0	0	0	0	0	0	0	180	0	0	0	108	237	ARF5	PAK1
9606.ENSP00000000233	9606.ENSP00000253719	0	0	0	0	0	0	63	0	150	0	0	0	48	175	ARF5	NAPSA
9606.ENSP00000000233	9606.ENSP00000242285	0	0	0	0	0	0	66	0	70	0	0	95	141	234	ARF5	CLTA
9606.ENSP00000000233	9606.ENSP00000388510	0	0	0	0	0	0	0	0	120	0	0	0	84	159	ARF5	RARG
9606.ENSP00000000233	9606.ENSP00000263967	0	0	0	0	0	0	0	0	151	0	0	0	52	160	ARF5	PIK3CA
9606.ENSP00000000233	9606.ENSP00000251337	0	0	0	0	0	0	52	0	167	0	0	108	101	282	ARF5	GNAT2
9606.ENSP00000000233	9606.ENSP00000318197	0	0	0	0	0	0	63	0	149	0	0	0	75	198	ARF5	TUBA3E
9606.ENSP00000000233	9606.ENSP00000353590	0	0	0	0	0	0	64	0	139	0	0	0	50	167	ARF5	MYH10
9606.ENSP00000000233	9606.ENSP00000288266	0	0	0	0	0	0	0	0	147	0	0	70	62	190	ARF5	APPL1
9606.ENSP00000000233	9606.ENSP00000216366	0	0	0	0	0	99	62	0	178	0	0	0	48	250	ARF5	AP4S1
9606.ENSP00000000233	9606.ENSP00000370889	0	0	0	0	0	0	0	0	0	0	0	0	175	175	ARF5	DENND1C
9606.ENSP00000000233	9606.ENSP00000381601	0	0	0	0	0	0	83	0	65	0	0	0	95	156	ARF5	MX1
9606.ENSP00000000233	9606.ENSP00000352603	0	0	0	0	0	0	62	0	223	0	0	0	67	260	ARF5	AP4M1
9606.ENSP00000000233	9606.ENSP00000432568	0	0	0	0	0	0	62	0	76	600	0	64	108	657	ARF5	SPTBN2
9606.ENSP00000000233	9606.ENSP00000381339	0	0	0	0	0	0	52	0	167	0	0	0	67	198	ARF5	GNAT3
9606.ENSP00000000233	9606.ENSP00000240874	0	0	0	0	0	0	0	0	150	0	0	134	109	286	ARF5	KALRN
9606.ENSP00000000233	9606.ENSP00000361298	0	0	0	0	0	0	62	0	86	0	0	0	107	167	ARF5	KIF2C
9606.ENSP00000000233	9606.ENSP00000443631	0	0	0	0	0	48	0	0	144	0	0	0	42	151	ARF5	PLCB3
9606.ENSP00000000233	9606.ENSP00000268035	0	0	0	0	0	0	0	0	140	0	0	0	90	183	ARF5	IGF1R
9606.ENSP00000000233	9606.ENSP00000254029	0	0	0	0	0	0	64	0	67	0	0	0	142	185	ARF5	WDR44
9606.ENSP00000000233	9606.ENSP00000373979	0	0	0	0	0	0	53	0	157	0	0	0	143	256	ARF5	TRAPPC9
9606.ENSP00000000233	9606.ENSP00000282908	0	0	0	0	0	0	49	0	150	0	0	0	55	169	ARF5	STK32B
9606.ENSP00000000233	9606.ENSP00000322170	0	0	0	0	0	0	57	0	126	0	0	0	63	160	ARF5	PFN4
9606.ENSP00000000233	9606.ENSP00000479618	0	0	0	0	0	0	0	0	57	0	0	141	0	155	ARF5	MYC
9606.ENSP00000000233	9606.ENSP00000003100	0	0	0	0	0	0	55	0	64	0	0	141	72	200	ARF5	CYP51A1
9606.ENSP00000000233	9606.ENSP00000293970	0	0	0	0	0	0	62	0	78	0	0	328	0	368	ARF5	TBC1D24
9606.ENSP00000000233	9606.ENSP00000245932	0	0	0	0	0	0	0	0	153	0	0	0	47	158	ARF5	VASP
9606.ENSP00000000233	9606.ENSP00000464893	0	0	0	0	0	0	108	270	141	0	0	0	0	391	ARF5	UNK
9606.ENSP00000000233	9606.ENSP00000225174	0	0	0	0	0	0	62	0	180	0	0	0	107	253	ARF5	PPIF
9606.ENSP00000000233	9606.ENSP00000302486	0	0	0	0	0	0	0	0	182	0	0	0	67	204	ARF5	MAP2K1
9606.ENSP00000000233	9606.ENSP00000359484	0	0	0	0	0	0	62	0	147	0	0	0	207	310	ARF5	SMAP1
9606.ENSP00000000233	9606.ENSP00000346046	0	0	0	0	0	0	64	0	197	0	0	0	0	216	ARF5	RPS17
9606.ENSP00000000233	9606.ENSP00000269299	0	0	0	0	0	0	0	0	57	0	0	82	107	159	ARF5	ASGR1
9606.ENSP00000000233	9606.ENSP00000365757	0	0	0	0	0	0	63	0	114	0	0	0	75	165	ARF5	PIP4K2A
9606.ENSP00000000233	9606.ENSP00000483552	0	0	0	0	0	0	62	0	56	0	0	134	135	247	ARF5	FURIN
9606.ENSP00000000233	9606.ENSP00000369643	0	0	0	0	0	0	62	129	56	0	0	0	0	161	ARF5	GRPR
9606.ENSP00000000233	9606.ENSP00000375892	0	0	0	0	0	0	0	0	140	0	0	64	47	165	ARF5	AKT2
9606.ENSP00000000233	9606.ENSP00000478755	0	0	0	0	0	0	80	0	124	0	0	0	78	192	ARF5	SEC14L2
9606.ENSP00000000233	9606.ENSP00000430774	0	0	0	0	0	0	62	0	105	0	0	0	80	160	ARF5	ENSG00000272772
9606.ENSP00000000233	9606.ENSP00000367686	0	0	0	0	0	0	0	0	180	0	0	0	61	197	ARF5	PAK7
9606.ENSP00000000233	9606.ENSP00000178640	0	0	0	0	0	0	0	0	182	0	0	0	67	204	ARF5	MAP2K5
9606.ENSP00000000233	9606.ENSP00000427567	0	0	0	0	0	0	62	0	171	0	0	0	59	204	ARF5	FHDC1
9606.ENSP00000000233	9606.ENSP00000418770	0	0	0	0	0	0	0	0	144	0	0	0	58	159	ARF5	PARK7
9606.ENSP00000000233	9606.ENSP00000422607	0	0	0	0	0	0	62	0	142	0	0	0	0	160	ARF5	ACSL1
9606.ENSP00000000233	9606.ENSP00000325827	0	0	0	0	0	0	0	0	0	0	0	0	188	188	ARF5	SEC16A
9606.ENSP00000000233	9606.ENSP00000293441	0	0	0	0	0	0	62	0	168	0	0	0	54	197	ARF5	SHANK1
9606.ENSP00000000233	9606.ENSP00000324302	0	0	0	0	0	0	0	0	145	0	0	0	51	153	ARF5	STXBP6
9606.ENSP00000000233	9606.ENSP00000435096	0	0	0	0	0	0	89	0	178	0	0	96	138	338	ARF5	RPS25
9606.ENSP00000000233	9606.ENSP00000347712	0	0	0	0	0	0	0	0	0	0	0	150	543	594	ARF5	C2CD4A
9606.ENSP00000000233	9606.ENSP00000329471	0	0	0	0	0	0	65	0	130	600	0	123	107	698	ARF5	KDELR1
9606.ENSP00000000233	9606.ENSP00000264028	0	0	0	0	0	0	110	0	243	600	0	0	256	772	ARF5	ARCN1
9606.ENSP00000000233	9606.ENSP00000361275	0	0	0	0	0	0	0	0	148	0	0	0	101	201	ARF5	PLK3
9606.ENSP00000000233	9606.ENSP00000343325	0	0	0	0	0	61	0	0	175	0	0	0	58	206	ARF5	PKN1
9606.ENSP00000000233	9606.ENSP00000261170	0	0	0	0	0	0	62	0	138	0	0	0	141	244	ARF5	GUCY2C
9606.ENSP00000000233	9606.ENSP00000356918	0	0	0	0	0	0	63	0	128	0	0	0	62	166	ARF5	STX7
9606.ENSP00000000233	9606.ENSP00000332454	0	42	0	0	0	0	62	0	175	0	0	0	48	199	ARF5	RIPK4
9606.ENSP00000000233	9606.ENSP00000291906	0	0	0	0	0	0	0	0	175	0	0	0	58	189	ARF5	PKN3
9606.ENSP00000000233	9606.ENSP00000408236	0	0	0	0	0	0	62	0	142	0	0	391	145	524	ARF5	CYTH2
9606.ENSP00000000233	9606.ENSP00000373574	0	0	0	0	0	0	0	0	140	0	0	64	0	160	ARF5	ACVRL1
9606.ENSP00000000233	9606.ENSP00000285402	0	0	0	0	0	0	0	0	180	0	0	0	0	179	ARF5	ODF1
9606.ENSP00000000233	9606.ENSP00000348753	0	0	0	0	0	0	0	0	153	0	0	0	47	158	ARF5	SPRED2
9606.ENSP00000000233	9606.ENSP00000361057	0	0	0	0	0	62	64	0	56	600	0	0	90	643	ARF5	SURF4
9606.ENSP00000000233	9606.ENSP00000393541	0	0	0	0	0	0	62	0	0	0	0	108	208	279	ARF5	IFT27
9606.ENSP00000000233	9606.ENSP00000349781	0	0	0	0	0	0	49	0	150	0	0	0	49	164	ARF5	TBC1D8B
9606.ENSP00000000233	9606.ENSP00000228251	0	0	0	0	0	0	0	0	128	0	0	0	67	151	ARF5	YBX3
9606.ENSP00000000233	9606.ENSP00000356982	0	0	0	0	0	0	0	0	179	0	0	0	0	179	ARF5	UFC1
9606.ENSP00000000233	9606.ENSP00000296474	0	0	0	0	0	0	0	0	243	0	0	0	48	248	ARF5	MST1R
9606.ENSP00000000233	9606.ENSP00000054666	0	0	0	0	0	0	0	0	111	0	0	321	67	387	ARF5	VAMP3
9606.ENSP00000000233	9606.ENSP00000282249	0	0	0	0	0	0	62	0	138	0	0	0	55	169	ARF5	GUCY1A2
9606.ENSP00000000233	9606.ENSP00000360076	0	0	0	0	0	0	49	0	102	0	0	0	101	165	ARF5	SGIP1
9606.ENSP00000000233	9606.ENSP00000327650	0	0	0	0	0	45	62	0	77	0	0	294	144	409	ARF5	VPS33B
9606.ENSP00000000233	9606.ENSP00000387282	0	0	0	0	0	0	0	0	147	0	0	150	75	270	ARF5	AGFG1
9606.ENSP00000000233	9606.ENSP00000386331	0	0	0	0	0	0	51	0	139	0	0	0	141	236	ARF5	MYO7A
9606.ENSP00000000233	9606.ENSP00000333568	0	0	0	0	0	0	0	0	0	0	0	113	107	174	ARF5	PRKD1
9606.ENSP00000000233	9606.ENSP00000200457	0	0	0	0	0	0	63	0	136	0	0	0	47	161	ARF5	TRIP6
9606.ENSP00000000233	9606.ENSP00000315136	0	0	0	0	0	0	0	0	65	0	0	142	66	185	ARF5	APBA3
9606.ENSP00000000233	9606.ENSP00000267512	0	0	0	0	0	0	62	0	212	0	0	0	85	264	ARF5	RAB15
9606.ENSP00000000233	9606.ENSP00000478589	0	0	0	0	0	0	51	0	177	0	0	0	58	200	ARF5	TTC25
9606.ENSP00000000233	9606.ENSP00000430344	0	0	0	0	0	0	0	0	144	0	0	107	0	202	ARF5	PLCD1
9606.ENSP00000000233	9606.ENSP00000480301	0	0	0	0	0	0	0	0	142	0	0	608	85	665	ARF5	IQSEC1
9606.ENSP00000000233	9606.ENSP00000258739	0	0	0	0	0	0	65	0	130	600	0	138	107	703	ARF5	KDELR2
9606.ENSP00000000233	9606.ENSP00000346015	0	0	0	0	0	0	65	0	180	0	0	0	228	356	ARF5	RPL27A
9606.ENSP00000000233	9606.ENSP00000430276	0	0	0	0	0	0	0	0	150	0	0	150	101	293	ARF5	MCF2
9606.ENSP00000000233	9606.ENSP00000261842	0	0	0	0	0	0	0	0	242	0	0	49	88	285	ARF5	AP4E1
9606.ENSP00000000233	9606.ENSP00000244040	0	0	0	0	0	68	0	0	73	0	0	0	110	163	ARF5	RAB22A
9606.ENSP00000000233	9606.ENSP00000295240	0	0	0	0	0	0	49	0	244	0	0	0	76	277	ARF5	BBS5
9606.ENSP00000000233	9606.ENSP00000263847	0	0	0	0	0	0	51	0	65	0	0	81	140	204	ARF5	OSBP
9606.ENSP00000000233	9606.ENSP00000369081	0	0	0	0	0	0	0	0	71	0	0	107	67	158	ARF5	TXNDC5
9606.ENSP00000000233	9606.ENSP00000286355	0	0	0	0	0	0	62	0	138	0	0	0	55	169	ARF5	ADCY8
9606.ENSP00000000233	9606.ENSP00000365692	0	0	0	0	0	0	65	0	127	0	0	0	50	156	ARF5	PIM2
9606.ENSP00000000233	9606.ENSP00000356737	0	0	0	0	0	0	52	270	0	0	0	882	74	914	ARF5	GORAB
9606.ENSP00000000233	9606.ENSP00000338562	0	0	0	0	0	0	81	0	78	0	0	0	137	204	ARF5	STX3
9606.ENSP00000000233	9606.ENSP00000447121	0	0	0	0	0	0	0	0	168	0	0	0	61	185	ARF5	CHURC1-FNTB
9606.ENSP00000000233	9606.ENSP00000332296	0	0	0	0	0	0	0	0	120	0	0	0	84	159	ARF5	RARB
9606.ENSP00000000233	9606.ENSP00000445175	0	0	0	0	0	0	0	272	65	0	0	77	43	318	ARF5	LDHA
9606.ENSP00000000233	9606.ENSP00000466477	0	0	0	0	0	0	65	0	127	0	0	0	50	156	ARF5	TSSK6
9606.ENSP00000000233	9606.ENSP00000377471	0	0	0	0	0	70	123	0	0	0	0	0	49	156	ARF5	CORO1B
9606.ENSP00000000233	9606.ENSP00000265825	0	0	0	0	0	0	0	0	0	0	0	207	295	417	ARF5	FSCN3
9606.ENSP00000000233	9606.ENSP00000232564	0	0	0	0	0	0	62	0	152	0	0	0	59	186	ARF5	GNB4
9606.ENSP00000000233	9606.ENSP00000394888	0	0	0	0	0	0	0	0	162	0	0	0	58	176	ARF5	DOCK8
9606.ENSP00000000233	9606.ENSP00000304908	0	0	0	0	0	0	62	0	103	0	0	0	78	156	ARF5	TXNDC2
9606.ENSP00000000233	9606.ENSP00000404179	0	0	0	0	0	0	62	0	196	0	0	0	55	225	ARF5	DOCK4
9606.ENSP00000000233	9606.ENSP00000383212	0	0	0	0	0	0	0	0	150	0	0	0	48	156	ARF5	SGSM1
9606.ENSP00000000233	9606.ENSP00000339787	0	0	0	0	0	0	0	0	142	0	0	0	77	174	ARF5	ACSL4
9606.ENSP00000000233	9606.ENSP00000362222	0	0	0	0	0	0	65	0	127	0	0	0	50	156	ARF5	STK40
9606.ENSP00000000233	9606.ENSP00000358921	0	0	0	0	0	45	62	0	104	0	0	0	101	181	ARF5	ACTR1A
9606.ENSP00000000233	9606.ENSP00000333018	0	0	0	0	0	0	51	0	177	0	0	0	58	200	ARF5	TTC32
9606.ENSP00000000233	9606.ENSP00000262850	0	0	0	0	0	0	0	0	57	0	0	0	141	155	ARF5	RRAGB
9606.ENSP00000000233	9606.ENSP00000385885	0	0	0	0	0	0	0	83	126	0	0	0	138	248	ARF5	DUSP28
9606.ENSP00000000233	9606.ENSP00000262215	0	0	0	0	0	0	0	0	284	0	0	0	254	443	ARF5	ARFGEF1
9606.ENSP00000000233	9606.ENSP00000382428	0	0	0	0	0	0	0	0	212	0	0	0	0	212	ARF5	DLG4
9606.ENSP00000000233	9606.ENSP00000361009	0	0	0	0	0	0	55	0	167	0	0	54	72	216	ARF5	PREX1
9606.ENSP00000000233	9606.ENSP00000294258	0	0	0	0	0	69	0	0	0	0	0	0	256	277	ARF5	ZFPL1
9606.ENSP00000000233	9606.ENSP00000469888	0	0	0	0	0	0	62	0	58	0	0	0	128	162	ARF5	TRAPPC2P1
9606.ENSP00000000233	9606.ENSP00000366036	0	0	0	0	0	0	49	0	150	0	0	0	49	164	ARF5	TBC1D8
9606.ENSP00000000233	9606.ENSP00000356379	0	0	0	0	0	0	64	0	139	0	0	0	43	161	ARF5	ASPM
9606.ENSP00000000233	9606.ENSP00000342699	0	0	0	0	0	0	62	0	138	0	0	0	49	163	ARF5	CFAP36
9606.ENSP00000000233	9606.ENSP00000370710	0	0	0	0	0	0	0	0	59	0	0	0	137	153	ARF5	KDM4C
9606.ENSP00000000233	9606.ENSP00000239940	0	0	0	0	0	0	57	0	126	0	0	0	77	172	ARF5	PFN2
9606.ENSP00000000233	9606.ENSP00000282728	0	0	0	0	0	0	0	0	0	0	0	108	190	246	ARF5	HHEX
9606.ENSP00000000233	9606.ENSP00000402346	0	0	0	0	0	76	62	0	315	600	0	0	215	779	ARF5	COPG2
9606.ENSP00000000233	9606.ENSP00000254854	0	0	0	0	0	0	62	0	138	0	0	0	82	192	ARF5	GUCY2D
9606.ENSP00000000233	9606.ENSP00000000412	0	0	0	0	0	82	62	0	0	0	0	100	0	157	ARF5	M6PR
9606.ENSP00000000233	9606.ENSP00000276066	0	0	0	0	0	0	62	0	152	0	0	0	142	257	ARF5	RAB41
9606.ENSP00000000233	9606.ENSP00000348602	0	0	0	0	0	0	62	0	70	0	0	125	82	205	ARF5	AMPH
9606.ENSP00000000233	9606.ENSP00000362824	0	0	0	0	0	0	64	0	177	0	0	0	58	210	ARF5	OGT
9606.ENSP00000000233	9606.ENSP00000363763	0	0	0	0	0	0	62	0	140	0	0	0	0	158	ARF5	EPHB2
9606.ENSP00000000233	9606.ENSP00000337040	0	0	0	0	0	60	0	0	150	0	0	0	66	188	ARF5	UNC119
9606.ENSP00000000233	9606.ENSP00000225655	0	0	0	0	0	92	82	0	126	0	0	0	63	226	ARF5	PFN1
